seq_id	aln_start	aln_end	env_start	env_end	hmm_acc	hmm_name	type	hmm_start	hmm_end	hmm_length	score	evalue	significance	clan
IMGVR_UViG_3300028602_001425.3300028602.Ga0265294_10002456_13	248	404	246	409	PF08480.14	Disaggr_assoc	Repeat	3	157	194	68.3	9.20E-19	1	CL0268
IMGVR_UViG_3300028602_001425.3300028602.Ga0265294_10002456_23	1	129	1	130	PF08004.15	DUF1699	Family	1	129	130	155.9	4.80E-46	1	No_Clan
IMGVR_UViG_3300028602_001015.3300028602.Ga0265294_10006687_1	265	410	264	415	PF08480.14	Disaggr_assoc	Repeat	2	152	194	68.6	7.50E-19	1	CL0268
IMGVR_UViG_3300028602_001015.3300028602.Ga0265294_10006687_2	168	354	167	364	PF10145.13	PhageMin_Tail	Family	2	191	201	165.9	1.10E-48	1	No_Clan
IMGVR_UViG_3300028602_001015.3300028602.Ga0265294_10006687_5	21	133	7	135	PF16461.9	Phage_TTP_12	Family	18	132	134	44.8	1.10E-11	1	CL0504
IMGVR_UViG_3300028602_001015.3300028602.Ga0265294_10006687_5	141	232	141	232	PF12733.11	Cadherin-like	Domain	1	89	89	46.1	6.00E-12	1	CL0159
IMGVR_UViG_3300028602_001015.3300028602.Ga0265294_10006687_11	554	718	553	718	PF13385.10	Laminin_G_3	Domain	2	151	151	59.7	4.10E-16	1	CL0004
IMGVR_UViG_3300028602_001015.3300028602.Ga0265294_10006687_11	753	819	742	819	PF18911.4	PKD_4	Domain	19	85	85	47.7	1.30E-12	1	CL0159
IMGVR_UViG_3300028602_000043.3300028602.Ga0265294_10001075_3	127	224	92	252	PF13229.10	Beta_helix	Repeat	23	115	158	30	3.90E-07	1	CL0268
IMGVR_UViG_3300028602_000043.3300028602.Ga0265294_10001075_4	112	302	111	308	PF10145.13	PhageMin_Tail	Family	2	195	201	166.3	8.60E-49	1	No_Clan
IMGVR_UViG_3300028602_000223.3300028602.Ga0265294_10007625_10	18	56	18	56	PF18454.5	Mtd_N	Domain	1	37	37	59.7	2.10E-16	1	CL0737
IMGVR_UViG_3300028603_000861.3300028603.Ga0265293_10029199_1	18	251	16	282	PF18906.4	Phage_tube_2	Family	4	221	269	32.8	5.80E-08	1	No_Clan
IMGVR_UViG_3300028603_000861.3300028603.Ga0265293_10029199_3	11	80	8	80	PF04883.16	HK97-gp10_like	Family	7	78	78	31.2	3.80E-07	1	CL0348
IMGVR_UViG_3300028603_000861.3300028603.Ga0265293_10029199_8	6	59	2	60	PF04233.18	Phage_Mu_F	Family	66	111	112	34.7	2.70E-08	1	No_Clan
IMGVR_UViG_3300028888_001581.3300028888.Ga0247609_10023716_3	6	242	2	265	PF18906.4	Phage_tube_2	Family	7	222	269	29.4	6.40E-07	1	No_Clan
IMGVR_UViG_3300029202_000136.3300029202.Ga0167843_101208_13	9	235	5	260	PF04454.16	Linocin_M18	Family	16	219	253	51.7	8.00E-14	1	CL0373
IMGVR_UViG_3300029775_000002.3300029775.Ga0134843_1000443_18	145	288	102	304	PF13229.10	Beta_helix	Repeat	6	124	158	28.5	1.10E-06	1	CL0268
IMGVR_UViG_3300029775_000002.3300029775.Ga0134843_1000443_37	9	235	5	261	PF04454.16	Linocin_M18	Family	16	219	253	50.9	1.40E-13	1	CL0373
IMGVR_UViG_3300029775_000002.3300029775.Ga0134843_1000443_41	13	89	13	89	PF04883.16	HK97-gp10_like	Family	1	78	78	43.7	4.70E-11	1	CL0348
IMGVR_UViG_3300029775_000002.3300029775.Ga0134843_1000443_43	5	116	5	116	PF11367.12	DUF3168	Family	1	117	117	44.8	1.40E-11	1	CL0691
IMGVR_UViG_3300029775_000002.3300029775.Ga0134843_1000443_47	98	289	97	299	PF10145.13	PhageMin_Tail	Family	2	192	201	113.6	1.10E-32	1	No_Clan
IMGVR_UViG_3300029775_000002.3300029775.Ga0134843_1000443_52	39	113	39	115	PF10102.13	DUF2341	Family	1	82	84	53.6	2.70E-14	1	No_Clan
IMGVR_UViG_3300029775_000002.3300029775.Ga0134843_1000443_52	489	564	489	565	PF10102.13	DUF2341	Family	1	83	84	56.1	4.80E-15	1	No_Clan
IMGVR_UViG_3300029775_000002.3300029775.Ga0134843_1000443_53	243	387	243	427	PF08480.14	Disaggr_assoc	Repeat	1	146	194	63.1	3.70E-17	1	CL0268
IMGVR_UViG_3300029775_000002.3300029775.Ga0134843_1000443_57	1	129	1	130	PF08004.15	DUF1699	Family	1	129	130	162.2	5.20E-48	1	No_Clan
IMGVR_UViG_3300029822_000014.3300029822.Ga0134854_1000515_5	115	378	60	381	PF04860.16	Phage_portal	Family	56	318	321	96.5	1.90E-27	1	No_Clan
IMGVR_UViG_3300029822_000014.3300029822.Ga0134854_1000515_8	38	213	27	280	PF05065.17	Phage_capsid	Family	10	181	280	25.3	9.70E-06	1	CL0373
IMGVR_UViG_3300029822_000014.3300029822.Ga0134854_1000515_9	19	83	17	86	PF17802.5	SpaA	Domain	3	66	69	27.1	3.60E-06	1	CL0287
IMGVR_UViG_3300029822_000014.3300029822.Ga0134854_1000515_28	322	483	321	485	PF13229.10	Beta_helix	Repeat	2	156	158	61	1.20E-16	1	CL0268
IMGVR_UViG_3300029822_000014.3300029822.Ga0134854_1000515_30	83	323	81	334	PF04865.18	Baseplate_J	Family	3	237	255	92.5	2.90E-26	1	No_Clan
IMGVR_UViG_3300029822_000014.3300029822.Ga0134854_1000515_31	396	470	387	472	PF16640.9	Big_3_5	Domain	10	88	90	41.7	1.10E-10	1	CL0159
IMGVR_UViG_3300029822_000863.3300029822.Ga0134854_1000655_4	707	874	700	883	PF07382.15	HC2	Disordered	4	169	194	45.9	8.00E-12	1	No_Clan
IMGVR_UViG_3300029822_000863.3300029822.Ga0134854_1000655_23	448	528	447	529	PF13620.10	CarboxypepD_reg	Domain	2	81	82	37.5	2.80E-09	1	CL0287
IMGVR_UViG_3300029822_000863.3300029822.Ga0134854_1000655_35	91	258	72	301	PF05048.17	NosD	Repeat	14	172	212	45.2	8.30E-12	1	CL0268
IMGVR_UViG_3300029825_000201.3300029825.Ga0134835_1010285_4	10	127	10	128	PF12691.11	Minor_capsid_3	Family	1	116	117	48.8	8.00E-13	1	CL0691
IMGVR_UViG_3300029871_000021.3300029871.Ga0245314_100772_9	13	78	7	78	PF04883.16	HK97-gp10_like	Family	7	78	78	30.6	5.80E-07	1	CL0348
IMGVR_UViG_3300029871_000021.3300029871.Ga0245314_100772_15	146	228	146	234	PF16640.9	Big_3_5	Domain	1	83	90	40.5	2.70E-10	1	CL0159
IMGVR_UViG_3300029871_000021.3300029871.Ga0245314_100772_21	11	51	10	53	PF04014.22	MazE_antitoxin	Domain	2	43	47	31.4	1.40E-07	1	CL0132
IMGVR_UViG_3300029871_000021.3300029871.Ga0245314_100772_45	76	443	74	448	PF04860.16	Phage_portal	Family	4	316	321	66.8	2.00E-18	1	No_Clan
IMGVR_UViG_3300029959_000156.3300029959.Ga0272380_10005864_15	200	363	199	363	PF04984.18	Phage_sheath_1	Domain	3	168	168	36.9	3.60E-09	1	No_Clan
IMGVR_UViG_3300029959_000156.3300029959.Ga0272380_10005864_22	324	411	315	412	PF01841.23	Transglut_core	Family	11	107	108	39.1	9.10E-10	1	CL0125
IMGVR_UViG_3300029959_000156.3300029959.Ga0272380_10005864_24	11	109	7	109	PF10934.12	DUF2634	Family	5	104	104	47.2	2.10E-12	1	CL0763
IMGVR_UViG_3300030493_000071.3300030493.Ga0310040_1001052_7	80	322	78	345	PF04865.18	Baseplate_J	Family	3	242	255	136	1.60E-39	1	No_Clan
IMGVR_UViG_3300030493_000071.3300030493.Ga0310040_1001052_11	328	415	319	416	PF01841.23	Transglut_core	Family	11	107	108	33.2	6.00E-08	1	CL0125
IMGVR_UViG_3300030493_000071.3300030493.Ga0310040_1001052_12	157	215	153	215	PF01471.22	PG_binding_1	Domain	5	57	57	68.1	6.40E-19	1	CL0244
IMGVR_UViG_3300031673_000173.3300031673.Ga0307377_10000840_2	47	272	29	274	PF17236.6	DUF5309	Family	62	281	283	68	8.80E-19	1	CL0373
IMGVR_UViG_3300031673_000173.3300031673.Ga0307377_10000840_41	15	40	14	43	PF04014.22	MazE_antitoxin	Domain	7	32	47	26	6.80E-06	1	CL0132
IMGVR_UViG_3300031673_000173.3300031673.Ga0307377_10000840_51	121	300	103	300	PF10145.13	PhageMin_Tail	Family	25	201	201	71.3	1.10E-19	1	No_Clan
IMGVR_UViG_3300031673_000173.3300031673.Ga0307377_10000840_54	40	140	17	141	PF06199.15	Phage_tail_2	Family	36	133	134	31.8	1.40E-07	1	CL0504
IMGVR_UViG_3300031673_000173.3300031673.Ga0307377_10000840_60	30	111	19	143	PF20557.2	DnaT_2	Domain	32	110	168	42.3	7.70E-11	1	No_Clan
IMGVR_UViG_3300031760_000133.3300031760.Ga0326513_10000217_12	96	443	95	481	PF04860.16	Phage_portal	Family	3	287	321	44.2	1.60E-11	1	No_Clan
IMGVR_UViG_3300031760_000133.3300031760.Ga0326513_10000217_13	212	317	205	320	PF04233.18	Phage_Mu_F	Family	12	109	112	44.6	2.30E-11	1	No_Clan
IMGVR_UViG_3300031760_000529.3300031760.Ga0326513_10000883_4	79	446	77	447	PF04860.16	Phage_portal	Family	5	315	321	55.8	4.40E-15	1	No_Clan
IMGVR_UViG_3300031760_000529.3300031760.Ga0326513_10000883_9	44	322	32	324	PF05065.17	Phage_capsid	Family	10	278	280	32.3	7.20E-08	1	CL0373
IMGVR_UViG_3300031760_000529.3300031760.Ga0326513_10000883_14	6	242	2	260	PF18906.4	Phage_tube_2	Family	7	222	269	29	8.10E-07	1	No_Clan
IMGVR_UViG_3300031760_000529.3300031760.Ga0326513_10000883_16	185	362	161	365	PF10145.13	PhageMin_Tail	Family	13	198	201	37.5	2.40E-09	1	No_Clan
IMGVR_UViG_3300031760_006869.3300031760.Ga0326513_10000321_1	143	222	135	222	PF16640.9	Big_3_5	Domain	9	90	90	49.1	5.60E-13	1	CL0159
IMGVR_UViG_3300031760_006869.3300031760.Ga0326513_10000321_13	15	156	13	170	PF13479.10	AAA_24	Domain	3	147	195	50.9	1.80E-13	1	CL0023
IMGVR_UViG_3300031760_006869.3300031760.Ga0326513_10000321_31	4	110	4	111	PF04266.18	ASCH	Domain	1	102	103	49.7	5.30E-13	1	CL0178
IMGVR_UViG_3300031760_006869.3300031760.Ga0326513_10000321_38	79	359	59	379	PF06074.16	DUF935	Family	90	367	517	34	1.60E-08	1	No_Clan
IMGVR_UViG_3300031760_006869.3300031760.Ga0326513_10000321_40	187	313	154	315	PF10123.13	Mu-like_Pro	Family	200	316	327	27.2	3.10E-06	1	No_Clan
IMGVR_UViG_3300031760_006869.3300031760.Ga0326513_10000321_47	5	297	2	300	PF18906.4	Phage_tube_2	Family	6	266	269	65.2	7.80E-18	1	No_Clan
IMGVR_UViG_3300031760_003984.3300031760.Ga0326513_10005134_4	36	322	30	324	PF05065.17	Phage_capsid	Family	8	278	280	34.1	2.00E-08	1	CL0373
IMGVR_UViG_3300031760_000087.3300031760.Ga0326513_10000143_36	246	302	236	306	PF01807.24	zf-CHC2	Domain	17	72	98	40.5	2.10E-10	1	CL0167
IMGVR_UViG_3300031853_000022.3300031853.Ga0326514_10000034_9	159	191	140	199	PF07509.15	DUF1523	Family	119	151	176	23.4	3.60E-05	1	No_Clan
IMGVR_UViG_3300031853_000022.3300031853.Ga0326514_10000034_38	54	164	50	178	PF13401.10	AAA_22	Domain	7	103	130	33.1	6.80E-08	1	CL0023
IMGVR_UViG_3300031853_000022.3300031853.Ga0326514_10000034_48	75	313	74	323	PF04865.18	Baseplate_J	Family	2	239	255	63.2	2.50E-17	1	No_Clan
IMGVR_UViG_3300031853_000022.3300031853.Ga0326514_10000034_53	50	105	49	105	PF01471.22	PG_binding_1	Domain	2	57	57	57.4	1.40E-15	1	CL0244
IMGVR_UViG_3300031853_000022.3300031853.Ga0326514_10000034_67	51	374	50	374	PF04860.16	Phage_portal	Family	3	321	321	100.9	8.70E-29	1	No_Clan
IMGVR_UViG_3300031853_000022.3300031853.Ga0326514_10000034_77	6	67	4	67	PF00808.27	CBFD_NFYB_HMF	Domain	3	65	65	41.5	1.40E-10	1	CL0012
IMGVR_UViG_3300031853_000022.3300031853.Ga0326514_10000034_90	40	205	39	214	PF01507.23	PAPS_reduct	Family	2	165	175	43.4	4.10E-11	1	CL0039
IMGVR_UViG_3300031853_000142.3300031853.Ga0326514_10000248_8	6	96	1	103	PF10482.13	CtIP_N	Coiled-coil	10	95	120	28	2.00E-06	1	No_Clan
IMGVR_UViG_3300031853_000142.3300031853.Ga0326514_10000248_14	48	325	34	327	PF05065.17	Phage_capsid	Family	11	278	280	31	1.80E-07	1	CL0373
IMGVR_UViG_3300031867_007357.3300031867.Ga0326511_10001334_9	15	80	8	80	PF04883.16	HK97-gp10_like	Family	12	78	78	33.1	9.90E-08	1	CL0348
IMGVR_UViG_3300031867_007357.3300031867.Ga0326511_10001334_13	30	138	5	154	PF04586.21	Peptidase_S78	Family	27	150	164	22.8	9.30E-05	1	CL0201
IMGVR_UViG_3300031867_007357.3300031867.Ga0326511_10001334_14	155	239	129	241	PF04233.18	Phage_Mu_F	Family	25	110	112	36.5	7.30E-09	1	No_Clan
IMGVR_UViG_3300031867_009177.3300031867.Ga0326511_10005105_22	7	52	5	53	PF01391.22	Collagen	Repeat	4	49	60	36.8	2.80E-09	1	No_Clan
IMGVR_UViG_3300031867_000452.3300031867.Ga0326511_10000777_5	55	86	51	93	PF12789.11	PTR	Repeat	18	49	60	36.1	5.90E-09	1	No_Clan
IMGVR_UViG_3300031867_000452.3300031867.Ga0326511_10000777_5	112	165	107	165	PF12789.11	PTR	Repeat	6	59	60	65.6	3.50E-18	1	No_Clan
IMGVR_UViG_3300031867_000452.3300031867.Ga0326511_10000777_5	132	177	131	187	PF12789.11	PTR	Repeat	4	49	60	53.7	1.80E-14	1	No_Clan
IMGVR_UViG_3300031867_000452.3300031867.Ga0326511_10000777_5	203	227	199	252	PF12789.11	PTR	Repeat	6	30	60	25.7	1.00E-05	1	No_Clan
IMGVR_UViG_3300031867_000452.3300031867.Ga0326511_10000777_11	80	243	80	248	PF04865.18	Baseplate_J	Family	1	148	255	52.6	4.40E-14	1	No_Clan
IMGVR_UViG_3300031867_000452.3300031867.Ga0326511_10000777_12	7	106	7	109	PF10934.12	DUF2634	Family	1	100	104	43.4	3.20E-11	1	CL0763
IMGVR_UViG_3300031867_000452.3300031867.Ga0326511_10000777_24	16	100	16	102	PF13620.10	CarboxypepD_reg	Domain	1	80	82	34.3	2.70E-08	1	CL0287
IMGVR_UViG_3300031867_000452.3300031867.Ga0326511_10000777_26	4	112	1	114	PF14550.10	Peptidase_S78_2	Family	8	117	120	51.5	1.10E-13	1	CL0201
IMGVR_UViG_3300031867_009184.3300031867.Ga0326511_10018128_2	18	79	17	79	PF01471.22	PG_binding_1	Domain	2	57	57	54.7	9.40E-15	1	CL0244
IMGVR_UViG_3300031933_000299.3300031933.Ga0326349_1000268_37	40	124	37	126	PF18022.5	Lectin_C_term	Domain	4	100	102	29.2	1.10E-06	1	CL0066
IMGVR_UViG_3300031951_000283.3300031951.Ga0315904_10000894_10	8	204	4	226	PF19541.3	DUF6065	Family	5	212	236	104.2	8.10E-30	1	No_Clan
IMGVR_UViG_3300031951_000283.3300031951.Ga0315904_10000894_17	6	43	5	43	PF18454.5	Mtd_N	Domain	2	37	37	52.4	4.20E-14	1	CL0737
IMGVR_UViG_3300031951_000283.3300031951.Ga0315904_10000894_37	40	80	38	94	PF01391.22	Collagen	Repeat	7	47	60	28.5	1.10E-06	1	No_Clan
IMGVR_UViG_3300031951_000283.3300031951.Ga0315904_10000894_69	83	305	82	314	PF06067.15	DUF932	Family	2	216	227	165.7	1.50E-48	1	No_Clan
IMGVR_UViG_3300031951_000283.3300031951.Ga0315904_10000894_72	118	175	101	196	PF18406.5	DUF1281_C	Domain	7	65	88	52.1	5.60E-14	1	No_Clan
IMGVR_UViG_3300031987_000009.3300031987.Ga0326338_100029_1	19	94	5	108	PF10651.13	BppU_N	Domain	34	107	143	34.5	1.80E-08	1	No_Clan
IMGVR_UViG_3300031987_000009.3300031987.Ga0326338_100029_4	69	286	68	288	PF03237.19	Terminase_6N	Domain	2	213	215	42.8	5.20E-11	1	CL0023
IMGVR_UViG_3300031987_000009.3300031987.Ga0326338_100029_5	102	379	71	381	PF04860.16	Phage_portal	Family	53	319	321	42.1	6.90E-11	1	No_Clan
IMGVR_UViG_3300031987_000009.3300031987.Ga0326338_100029_13	6	104	2	117	PF07030.16	Phage_Mu_Gp36	Family	5	108	124	28.8	1.30E-06	1	No_Clan
IMGVR_UViG_3300032007_000060.3300032007.Ga0310695_10000711_115	629	713	627	714	PF16640.9	Big_3_5	Domain	3	89	90	39.2	7.20E-10	1	CL0159
IMGVR_UViG_3300032007_000060.3300032007.Ga0310695_10000711_115	828	874	826	886	PF02369.20	Big_1	Domain	5	52	64	39	6.90E-10	1	CL0159
IMGVR_UViG_3300032007_000060.3300032007.Ga0310695_10000711_116	84	288	78	315	PF04865.18	Baseplate_J	Family	7	215	255	79.9	2.00E-22	1	No_Clan
IMGVR_UViG_3300032007_000060.3300032007.Ga0310695_10000711_135	136	254	135	255	PF04233.18	Phage_Mu_F	Family	2	110	112	49	1.00E-12	1	No_Clan
IMGVR_UViG_3300032007_000060.3300032007.Ga0310695_10000711_136	45	374	44	375	PF04860.16	Phage_portal	Family	2	318	321	114.2	7.90E-33	1	No_Clan
IMGVR_UViG_3300032007_000614.3300032007.Ga0310695_10011886_15	12	77	7	77	PF04883.16	HK97-gp10_like	Family	7	78	78	29.3	1.50E-06	1	CL0348
IMGVR_UViG_3300032007_000614.3300032007.Ga0310695_10011886_17	9	249	2	252	PF18906.4	Phage_tube_2	Family	10	222	269	37	3.00E-09	1	No_Clan
IMGVR_UViG_3300032007_003107.3300032007.Ga0310695_10008761_2	130	288	119	313	PF17236.6	DUF5309	Family	87	258	283	28	1.40E-06	1	CL0373
IMGVR_UViG_3300032007_003107.3300032007.Ga0310695_10008761_3	26	97	25	103	PF13620.10	CarboxypepD_reg	Domain	2	74	82	51.2	1.40E-13	1	CL0287
IMGVR_UViG_3300032030_001728.3300032030.Ga0310697_10006718_10	25	93	21	93	PF13620.10	CarboxypepD_reg	Domain	5	82	82	37.3	3.10E-09	1	CL0287
IMGVR_UViG_3300032030_001728.3300032030.Ga0310697_10006718_11	132	286	98	301	PF17236.6	DUF5309	Family	91	256	283	33.9	2.20E-08	1	CL0373
IMGVR_UViG_3300032030_001728.3300032030.Ga0310697_10006718_13	135	255	134	257	PF04233.18	Phage_Mu_F	Family	2	110	112	40.7	3.90E-10	1	No_Clan
IMGVR_UViG_3300032030_001728.3300032030.Ga0310697_10006718_14	1	86	1	89	PF04860.16	Phage_portal	Family	234	318	321	40.8	1.70E-10	1	No_Clan
IMGVR_UViG_3300032038_003204.3300032038.Ga0326512_10015754_1	185	362	175	365	PF10145.13	PhageMin_Tail	Family	13	198	201	39.7	5.00E-10	1	No_Clan
IMGVR_UViG_3300032038_003204.3300032038.Ga0326512_10015754_3	6	242	2	260	PF18906.4	Phage_tube_2	Family	7	222	269	32.3	8.40E-08	1	No_Clan
IMGVR_UViG_3300032038_000308.3300032038.Ga0326512_10000437_2	140	252	138	254	PF04233.18	Phage_Mu_F	Family	3	110	112	53.3	4.70E-14	1	No_Clan
IMGVR_UViG_3300032038_000308.3300032038.Ga0326512_10000437_6	45	322	31	324	PF05065.17	Phage_capsid	Family	11	278	280	31.6	1.20E-07	1	CL0373
IMGVR_UViG_3300032038_000308.3300032038.Ga0326512_10000437_11	12	248	8	266	PF18906.4	Phage_tube_2	Family	7	222	269	32	1.00E-07	1	No_Clan
IMGVR_UViG_3300032038_000308.3300032038.Ga0326512_10000437_14	185	362	177	365	PF10145.13	PhageMin_Tail	Family	13	198	201	39.6	5.50E-10	1	No_Clan
IMGVR_UViG_3300032038_003860.3300032038.Ga0326512_10025122_2	6	242	2	265	PF18906.4	Phage_tube_2	Family	7	222	269	33	5.20E-08	1	No_Clan
IMGVR_UViG_3300032038_003860.3300032038.Ga0326512_10025122_4	185	362	177	365	PF10145.13	PhageMin_Tail	Family	13	198	201	39.9	4.50E-10	1	No_Clan
IMGVR_UViG_3300032038_000428.3300032038.Ga0326512_10000584_31	65	399	63	446	PF06074.16	DUF935	Family	72	402	517	50.9	1.20E-13	1	No_Clan
IMGVR_UViG_3300032038_000428.3300032038.Ga0326512_10000584_49	76	309	75	321	PF04865.18	Baseplate_J	Family	2	238	255	101.1	7.00E-29	1	No_Clan
IMGVR_UViG_3300032038_000428.3300032038.Ga0326512_10000584_54	294	421	276	428	PF13306.10	LRR_5	Repeat	1	125	127	148	1.40E-43	1	CL0022
IMGVR_UViG_3300032259_000006.3300032259.Ga0316190_10000114_64	930	1065	930	1069	PF18760.5	ART-PolyVal	Family	1	129	134	48.3	2.10E-12	1	CL0084
IMGVR_UViG_3300032259_000006.3300032259.Ga0316190_10000114_64	1325	1514	1325	1514	PF18760.5	ART-PolyVal	Family	1	134	134	78	1.40E-21	1	CL0084
IMGVR_UViG_3300032259_000006.3300032259.Ga0316190_10000114_64	1546	1595	1546	1604	PF18760.5	ART-PolyVal	Family	1	47	134	40.3	6.20E-10	1	CL0084
IMGVR_UViG_3300032259_000006.3300032259.Ga0316190_10000114_64	1619	1808	1604	1808	PF18760.5	ART-PolyVal	Family	31	134	134	34.7	3.20E-08	1	CL0084
IMGVR_UViG_3300032259_000006.3300032259.Ga0316190_10000114_64	1869	2081	1859	2081	PF18858.5	LPD39	Domain	14	196	196	110.6	8.70E-32	1	No_Clan
IMGVR_UViG_3300033178_000008.3300033178.Ga0334885_1001133_50	11	287	11	332	PF18906.4	Phage_tube_2	Family	6	246	269	57.7	1.40E-15	1	No_Clan
IMGVR_UViG_3300033178_000167.3300033178.Ga0334885_1001458_41	105	134	104	135	PF09373.14	PMBR	Repeat	3	32	33	25.3	1.20E-05	1	No_Clan
IMGVR_UViG_3300033178_000167.3300033178.Ga0334885_1001458_41	148	261	141	267	PF12386.12	Peptidase_C71	Family	8	132	149	45.1	9.80E-12	1	CL0125
IMGVR_UViG_3300033178_000167.3300033178.Ga0334885_1001458_44	206	286	206	287	PF10102.13	DUF2341	Family	1	83	84	44.4	2.10E-11	1	No_Clan
IMGVR_UViG_3300033178_000001.3300033178.Ga0334885_1000507_4	3	36	3	48	PF00462.28	Glutaredoxin	Domain	1	34	60	25.8	1.00E-05	1	CL0172
IMGVR_UViG_3300033178_000001.3300033178.Ga0334885_1000507_18	69	245	66	273	PF04865.18	Baseplate_J	Family	4	175	255	59.6	3.10E-16	1	No_Clan
IMGVR_UViG_3300033178_000001.3300033178.Ga0334885_1000507_41	45	155	27	160	PF09979.13	DUF2213	Family	49	157	168	28	2.10E-06	1	CL0201
IMGVR_UViG_3300033178_000001.3300033178.Ga0334885_1000507_51	363	511	362	512	PF17289.6	Terminase_6C	Domain	2	154	155	36.5	5.10E-09	1	CL0219
IMGVR_UViG_3300035050_000070.3300035050.Ga0376522_000413_13	18	131	7	132	PF16461.9	Phage_TTP_12	Family	21	133	134	63.7	1.60E-17	1	CL0504
IMGVR_UViG_3300035050_000070.3300035050.Ga0376522_000413_14	26	130	3	131	PF16461.9	Phage_TTP_12	Family	30	133	134	40.4	2.40E-10	1	CL0504
IMGVR_UViG_3300035050_000070.3300035050.Ga0376522_000413_14	163	236	151	236	PF12733.11	Cadherin-like	Domain	14	89	89	36.7	5.10E-09	1	CL0159
IMGVR_UViG_3300035050_000070.3300035050.Ga0376522_000413_17	114	194	97	194	PF10145.13	PhageMin_Tail	Family	125	201	201	39.6	5.40E-10	1	No_Clan
IMGVR_UViG_3300035050_000070.3300035050.Ga0376522_000413_47	78	211	62	216	PF00303.23	Thymidylat_synt	Domain	80	224	266	55.1	6.80E-15	1	No_Clan
IMGVR_UViG_3300035051_000093.3300035051.Ga0376523_003068_13	18	131	7	132	PF16461.9	Phage_TTP_12	Family	21	133	134	63.7	1.60E-17	1	CL0504
IMGVR_UViG_3300035051_000093.3300035051.Ga0376523_003068_14	26	130	3	131	PF16461.9	Phage_TTP_12	Family	30	133	134	40.4	2.40E-10	1	CL0504
IMGVR_UViG_3300035051_000093.3300035051.Ga0376523_003068_14	163	236	151	236	PF12733.11	Cadherin-like	Domain	14	89	89	36.7	5.10E-09	1	CL0159
IMGVR_UViG_3300035208_002864.3300035208.Ga0376279_0008030_8	275	429	274	471	PF08480.14	Disaggr_assoc	Repeat	2	151	194	50.4	2.80E-13	1	CL0268
IMGVR_UViG_3300035208_002864.3300035208.Ga0376279_0008030_8	721	871	719	875	PF13385.10	Laminin_G_3	Domain	2	147	151	53.1	4.40E-14	1	CL0004
IMGVR_UViG_3300035208_003079.3300035208.Ga0376279_0004514_4	10	128	10	129	PF12691.11	Minor_capsid_3	Family	1	115	117	36.6	4.90E-09	1	CL0691
IMGVR_UViG_3300035208_003079.3300035208.Ga0376279_0004514_5	41	139	36	142	PF16461.9	Phage_TTP_12	Family	31	131	134	47.9	1.20E-12	1	CL0504
IMGVR_UViG_3300035208_003079.3300035208.Ga0376279_0004514_5	149	240	148	241	PF12733.11	Cadherin-like	Domain	2	88	89	26.9	5.70E-06	1	CL0159
IMGVR_UViG_3300035208_003079.3300035208.Ga0376279_0004514_8	64	251	61	253	PF20155.3	TMP_3	Family	4	190	192	42.3	7.70E-11	1	No_Clan
IMGVR_UViG_3300035208_003079.3300035208.Ga0376279_0004514_9	248	405	246	417	PF08480.14	Disaggr_assoc	Repeat	3	158	194	61.8	9.40E-17	1	CL0268
IMGVR_UViG_3300035208_003079.3300035208.Ga0376279_0004514_11	96	134	96	134	PF18454.5	Mtd_N	Domain	1	37	37	49.5	3.20E-13	1	CL0737
IMGVR_UViG_3300035208_003079.3300035208.Ga0376279_0004514_11	191	256	191	262	PF10102.13	DUF2341	Family	1	68	84	25.8	1.30E-05	1	No_Clan
IMGVR_UViG_3300035338_000008.3300035338.Ga0119852_00494_8	94	210	90	213	PF14550.10	Peptidase_S78_2	Family	5	111	120	66.8	1.90E-18	1	CL0201
IMGVR_UViG_3300035338_000008.3300035338.Ga0119852_00494_15	201	364	199	364	PF04984.18	Phage_sheath_1	Domain	3	168	168	36.7	4.10E-09	1	No_Clan
IMGVR_UViG_3300035338_000008.3300035338.Ga0119852_00494_24	13	109	9	111	PF10934.12	DUF2634	Family	5	102	104	44.2	1.90E-11	1	CL0763
IMGVR_UViG_3300035338_000008.3300035338.Ga0119852_00494_25	79	321	77	344	PF04865.18	Baseplate_J	Family	3	242	255	132.2	2.30E-38	1	No_Clan
IMGVR_UViG_3300035454_001408.3300035454.Ga0394088_002781_2	126	155	125	156	PF09373.14	PMBR	Repeat	3	32	33	25.2	1.30E-05	1	No_Clan
IMGVR_UViG_3300035454_001408.3300035454.Ga0394088_002781_2	166	282	162	288	PF12386.12	Peptidase_C71	Family	5	132	149	46.1	4.80E-12	1	CL0125
IMGVR_UViG_3300035454_001408.3300035454.Ga0394088_002781_3	312	460	298	461	PF13385.10	Laminin_G_3	Domain	15	150	151	49.1	7.40E-13	1	CL0004
IMGVR_UViG_3300035454_001408.3300035454.Ga0394088_002781_6	221	347	216	349	PF17851.5	GH43_C2	Domain	61	201	203	28.4	1.40E-06	1	CL0004
IMGVR_UViG_3300035454_001408.3300035454.Ga0394088_002781_14	6	306	6	306	PF18906.4	Phage_tube_2	Family	1	269	269	77.4	1.50E-21	1	No_Clan
IMGVR_UViG_3300035531_000210.3300035531.Ga0376493_006640_2	37	73	25	76	PF04703.16	FaeA	Domain	15	51	62	27.3	3.80E-06	1	CL0123
